coments,label
Sería bueno que hicieran campañas pa’ enseñar cómo ahorrar luz y cuidar los equipos.,sugerencia
"Estuviera bien que se pueda pagar la corriente por varias vías digitales, no solo las de siempre.",sugerencia
Necesitamos que inviertan en mejorar el sistema eléctrico pa’ que no haya tantos bajones ni apagones.,sugerencia
"Hay que poner más guaguas en las rutas más llenas, sobre todo en la mañana y al final de la tarde.",sugerencia
Pantallas en las paradas que digan cuánto falta pa’ que llegue la guagua serían muy útiles.,sugerencia
El pago en las guaguas debería poder hacerse con tarjeta o desde el móvil.,sugerencia
"Es importante que limpien más seguido las guaguas y trenes, y que les den mantenimiento.",sugerencia
Las rutas deberían cambiarse un poco pa’ que lleguen a barrios que están medio olvidados.,sugerencia
"Una app oficial con mapas, rutas y horarios de las guaguas ayudaría pila.",sugerencia
"Deberían tener un sistema pa’ pedir taxis estatales por teléfono o aplicación, más rápido y organizado.",sugerencia
Sería bueno que los ómnibus tuvieran mapas con las rutas pa’ que uno se oriente mejor.,sugerencia
"En los viajes largos en tren o guagua nacional, deberían poner wifi, aunque sea con tarjeta prepago.",sugerencia
Un lugar donde uno pueda quejarse o reportar algo sobre un chofer o el carro sería muy útil.,sugerencia
Un calendario semanal con el horario del agua en cada zona evitaría muchas molestias.,sugerencia
Estuviera bueno que mandaran SMS cuando van a cortar el agua o si hay alguna rotura.,sugerencia
"Las roturas de agua deberían arreglarse más rápido, no que duren días y días sin tocarse.",sugerencia
El pago del agua debería poder hacerse desde el móvil también.,sugerencia
"Que publiquen los análisis del agua, pa’ saber si se puede tomar o si hay que hervirla.",sugerencia
Deberían tener un programa fijo de mantenimiento para evitar salideros y problemas grandes.,sugerencia
Un número que funcione todo el tiempo pa’ emergencias de agua ayudaría muchísimo.,sugerencia
"En los barrios altos, deberían buscar cómo subirle la presión al agua porque casi no llega.",sugerencia
"Cuando manden pipas, deberían organizarse mejor pa’ que llegue a todos y no se pierda.",sugerencia
Estuviera bien que expliquen en qué se gastan los recursos y qué planes tienen pa’ mejorar el agua.,sugerencia
Sería un palo que las tiendas MLC tuvieran inventarios online actualizados pa’ uno no ir de balde.,sugerencia
El personal en las tiendas debería ser más amable y atender mejor a la gente.,sugerencia
Deberían poner claras las reglas sobre devoluciones y garantías en las tiendas MLC.,sugerencia
Un sistema de turnos con números ayudaría a organizar las colas en las tiendas.,sugerencia
"Deberían revisar mejor la calidad de los productos importados, sobre todo los alimentos.",sugerencia
Pongan más cajas en las horas pico pa’ que no se hagan tremendas colas.,sugerencia
Una tienda online donde uno compre y recoja en el local sería muy práctica.,sugerencia
"Deberían traer productos más económicos, que no todo sea tan caro.",sugerencia
Una mejor señalización en las tiendas grandes ayudaría a encontrar las cosas más rápido.,sugerencia
"Es importante que los POS estén funcionando siempre, que uno no pueda pagar es tremendo lío.",sugerencia
Un SMS pa’ avisar cuándo llega el gas licuado sería muy útil pa’ estar listo.,sugerencia
"Deberían revisar los balones de gas regularmente, pa’ que no haya fugas o accidentes.",sugerencia
Sacar contrato de gas nuevo debería ser menos enredo y más rápido.,sugerencia
Pongan más lugares pa’ vender gas liberado y que estén abiertos más horas.,sugerencia
"Deberían publicar los precios del gas bien claro, tanto el normado como el liberado.",sugerencia
El gas debería poder pagarse por Transfermóvil u otra vía electrónica.,sugerencia
Un teléfono que de verdad funcione pa’ saber por dónde anda el balón ayudaría bastante.,sugerencia
Campañas pa’ enseñar cómo usar el gas de forma segura no vendrían mal.,sugerencia
Los repartidores deberían tener mejor trato con los clientes y ayudar si pueden.,sugerencia
"Sería bueno saber cómo es el ciclo de distribución, pa’ entender por qué se demora.",sugerencia
El proceso pa’ legalizar una casa debería ser más rápido y sin tanta cola ni papeleo.,sugerencia
"Deberían dar prioridad a las personas que viven en albergues desde hace años, eso no puede seguir así.",sugerencia
Sería justo que publicaran cuánto demora cada trámite de Vivienda y cómo va tu caso.,sugerencia
Un sistema online pa’ pedir turnos en Vivienda ahorraría horas de cola.,sugerencia
"Los técnicos deberían pasar más rápido a hacer las inspecciones, no que uno tenga que llamar mil veces.",sugerencia
"Estaría bueno que se revisaran los precios de los materiales de construcción, están por las nubes.",sugerencia
"La gente con problemas estructurales serios deberían tener ayuda urgente, eso es riesgo pa’ la vida.",sugerencia
Sería útil un mapa interactivo con el estado legal de cada propiedad o zona en trámite.,sugerencia
Deberían tener un canal pa’ denunciar corrupción o maltrato en las oficinas de Vivienda.,sugerencia
"Los trámites de herencia o permutas deberían modernizarse, todavía están en el siglo pasado.",sugerencia
"Los productos deberían llegar completos a la bodega, no que siempre falte algo.",sugerencia
Sería bueno que pusieran un cartel con la fecha exacta de llegada de cada producto de la libreta.,sugerencia
El bodeguero debería llevar un registro más claro y accesible pa’ los consumidores.,sugerencia
Una app pa’ consultar lo que te toca en la libreta ayudaría pila a organizarse.,sugerencia
Deberían mejorar el control y evitar que desvíen productos antes de que lleguen a la bodega.,sugerencia
"Los productos deberían tener mejor calidad, a veces el arroz viene lleno de basura.",sugerencia
"Los horarios deberían cumplirse bien y ser más amplios, no que abran solo un ratico.",sugerencia
Podrían poner una tablilla con los precios pa’ que no haya confusión.,sugerencia
Un sistema de turnos o avisos por SMS ayudaría a que la distribución sea más organizada.,sugerencia
"Sería bueno que la bodega tenga condiciones mejores, muchas están en mal estado.",sugerencia
Sería ideal que los policlínicos tuvieran turnos por teléfono o por internet.,sugerencia
"Los consultorios deberían tener los medicamentos básicos, no que uno tenga que dar tremenda vuelta.",sugerencia
Un portal donde se pueda ver el resultado de análisis o saber cuándo hay consultas ayudaría mucho.,sugerencia
Estuviera bien que revisaran más seguido las condiciones de los hospitales y mejoraran lo básico.,sugerencia
"La atención en urgencias debería ser más rápida, a veces hay que esperar horas.",sugerencia
"Deberían explicar mejor los diagnósticos a los pacientes, con palabras más claras.",sugerencia
"Sería bueno tener una lista actualizada de los medicamentos en farmacia, en físico o por app.",sugerencia
Un canal pa’ quejarse de maltrato o negligencia médica es algo que hace falta.,sugerencia
"Las ambulancias deberían tener más control, a veces demoran muchísimo en llegar.",sugerencia
"Sería justo que los casos crónicos y embarazadas tuvieran prioridad real, no solo en el papel.",sugerencia
"Correos debería tener un sistema de rastreo más confiable, que no se pierdan los paquetes.",sugerencia
"Las entregas a domicilio deberían mejorar, y que llamen antes de llegar.",sugerencia
Una app oficial de Correos pa’ ver el estado del envío y recibir notificaciones ayudaría pila.,sugerencia
"Deberían trabajar más días o más tiempo, porque a veces solo abren unas horas.",sugerencia
"Sería bueno que agilicen los trámites de aduana, muchos paquetes se quedan trabados semanas.",sugerencia
El trato en las oficinas debería ser más profesional y con mejor atención al público.,sugerencia
Los precios por enviar cosas deberían estar bien visibles y no variar sin explicación.,sugerencia
Un canal de atención al cliente en línea ayudaría a resolver dudas sin tener que ir a la oficina.,sugerencia
Estuviera bien que se hiciera una encuesta pa’ mejorar el servicio en base a lo que diga el pueblo.,sugerencia
"Las entregas internacionales deberían llegar más rápido, que no se pierdan en el limbo.",sugerencia
¿Por qué el servicio de ómnibus ha disminuido tanto en los últimos meses?,pregunta
¿Cuándo restablecerán el servicio eléctrico en mi zona después del apagón de anoche?,pregunta
¿Cómo puedo reportar una avería en mi línea telefónica si no tengo acceso a internet?,pregunta
¿Existe algún plan para mejorar la frecuencia de los trenes interprovinciales?,pregunta
¿Qué debo hacer para solicitar una nueva conexión eléctrica en mi vivienda?,pregunta
¿Por qué mi factura de electricidad es tan alta este mes si no he aumentado el consumo?,pregunta
¿Cómo puedo obtener información sobre los horarios de los ómnibus urbanos?,pregunta
¿Hay algún número de atención al cliente para reportar problemas con el servicio de internet?,pregunta
¿Qué medidas están tomando para evitar los constantes apagones en la ciudad?,pregunta
¿Cómo puedo recargar el saldo de mi móvil desde el extranjero?,pregunta
¿Por qué no hay suficientes taxis en horas pico en La Habana?,pregunta
¿Cuándo instalarán más radiobases para mejorar la cobertura móvil en áreas rurales?,pregunta
¿Es posible pagar la factura de electricidad en línea?,pregunta
¿Qué debo hacer si mi medidor eléctrico está defectuoso?,pregunta
¿Cómo puedo obtener una tarjeta SIM para mi teléfono nuevo?,pregunta
¿Por qué se interrumpe tanto el servicio de internet durante las noches?,pregunta
¿Hay algún plan para modernizar la flota de ómnibus en Santiago de Cuba?,pregunta
¿Cómo puedo solicitar una línea telefónica fija para mi hogar?,pregunta
¿Qué hacer si el transformador de mi cuadra está haciendo ruidos extraños?,pregunta
